sequence_record_id,associated_pathogen_record_id,associated_rodent_record_id,study_id,sequenceType,virus_clean,matched_virus,original_name,accession_number,country,eventDate,species,host_genus,gbif_id,coordinate_resolution,decimalLatitude,decimalLongitude,n_assayed,n_positive,n_negative,version
grant_327,grant_945,grant_890,grant_115,Pathogen,Jabora virus,Jabora virus,JABV,JN232081,Brazil,,Akodon paranaensis,Akodon,4265088.0,Jabora Site,,-51.7833564790414,3.0,3.0,0.0,v3
grant_328,grant_951,grant_896,grant_116,Pathogen,Orthohantavirus,"Orthohantavirus hantanense, Orthohantavirus seoulense","HTNV, SEOV",HQ655891,China,2000-2009,Rattus norvegicus,Rattus,2439261.0,County,31.7253748958471,111.796222929695,77.0,8.0,69.0,v3
grant_329,grant_952,grant_897,grant_116,Pathogen,Orthohantavirus,"Orthohantavirus hantanense, Orthohantavirus seoulense","HTNV, SEOV",HQ655892,China,2000-2009,Rattus norvegicus,Rattus,2439261.0,County,30.8210730778549,111.831894877318,73.0,5.0,68.0,v3
grant_330,grant_1086,grant_1031,grant_129,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,EF059978,Hungary,2005-2006,Apodemus agrarius,Apodemus,2437761.0,South Western Hungary,46.0249635306022,18.0962827618951,11.0,8.0,3.0,v3
grant_331,grant_1086,grant_1031,grant_129,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,EF059979,Hungary,2005-2006,Apodemus agrarius,Apodemus,2437761.0,South Western Hungary,46.0249635306022,18.0962827618951,11.0,8.0,3.0,v3
grant_332,grant_1086,grant_1031,grant_129,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,EF059980,Hungary,2005-2006,Apodemus agrarius,Apodemus,2437761.0,South Western Hungary,46.0249635306022,18.0962827618951,11.0,8.0,3.0,v3
grant_333,grant_1109,grant_1054,grant_132,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,THAIV (Thailand Virus),KM279662,Thailand,1995-1998,Rattus tiomanicus,Rattus,2439235.0,Province,10.6660628687883,99.2951116253762,97.0,0.0,97.0,v3
grant_334,grant_1109,grant_1054,grant_132,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,THAIV (Thailand Virus),KM279663,Thailand,1995-1998,Rattus tiomanicus,Rattus,2439235.0,Province,10.6660628687883,99.2951116253762,97.0,0.0,97.0,v3
grant_335,grant_1109,grant_1054,grant_132,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,THAIV (Thailand Virus),KM279664,Thailand,1995-1998,Rattus tiomanicus,Rattus,2439235.0,Province,10.6660628687883,99.2951116253762,97.0,0.0,97.0,v3
grant_336,grant_1109,grant_1054,grant_132,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,THAIV (Thailand Virus),KM279665,Thailand,1995-1998,Rattus tiomanicus,Rattus,2439235.0,Province,10.6660628687883,99.2951116253762,97.0,0.0,97.0,v3
grant_337,grant_1109,grant_1054,grant_132,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,THAIV (Thailand Virus),KM279666,Thailand,1995-1998,Rattus tiomanicus,Rattus,2439235.0,Province,10.6660628687883,99.2951116253762,97.0,0.0,97.0,v3
grant_338,grant_1109,grant_1054,grant_132,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,THAIV (Thailand Virus),KM279667,Thailand,1995-1998,Rattus tiomanicus,Rattus,2439235.0,Province,10.6660628687883,99.2951116253762,97.0,0.0,97.0,v3
grant_339,grant_1109,grant_1054,grant_132,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,THAIV (Thailand Virus),KM279668,Thailand,1995-1998,Rattus tiomanicus,Rattus,2439235.0,Province,10.6660628687883,99.2951116253762,97.0,0.0,97.0,v3
grant_340,grant_1109,grant_1054,grant_132,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,THAIV (Thailand Virus),KM279669,Thailand,1995-1998,Rattus tiomanicus,Rattus,2439235.0,Province,10.6660628687883,99.2951116253762,97.0,0.0,97.0,v3
grant_341,grant_1109,grant_1054,grant_132,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,THAIV (Thailand Virus),KM279670,Thailand,1995-1998,Rattus tiomanicus,Rattus,2439235.0,Province,10.6660628687883,99.2951116253762,97.0,0.0,97.0,v3
grant_342,grant_1109,grant_1054,grant_132,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,THAIV (Thailand Virus),KM279671,Thailand,1995-1998,Rattus tiomanicus,Rattus,2439235.0,Province,10.6660628687883,99.2951116253762,97.0,0.0,97.0,v3
grant_343,grant_1109,grant_1054,grant_132,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,THAIV (Thailand Virus),KM279672,Thailand,1995-1998,Rattus tiomanicus,Rattus,2439235.0,Province,10.6660628687883,99.2951116253762,97.0,0.0,97.0,v3
grant_344,grant_1109,grant_1054,grant_132,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,THAIV (Thailand Virus),KM279673,Thailand,1995-1998,Rattus tiomanicus,Rattus,2439235.0,Province,10.6660628687883,99.2951116253762,97.0,0.0,97.0,v3
grant_345,grant_1192,grant_1137,grant_139,Pathogen,Mammarenavirus,"Mammarenavirus marientalense, Mammarenavirus okahandjaense",Mariental Virus/ Okahandja Virus,KM272987,Nambia,2010-2012,Micaelamys namaquensis,Micaelamys,4264922.0,Average Location,-22.4470037355277,17.0680246029214,266.0,4.0,262.0,v3
grant_346,grant_1192,grant_1137,grant_139,Pathogen,Mammarenavirus,"Mammarenavirus marientalense, Mammarenavirus okahandjaense",Mariental Virus/ Okahandja Virus,KM272988,Nambia,2010-2012,Micaelamys namaquensis,Micaelamys,4264922.0,Average Location,-22.4470037355277,17.0680246029214,266.0,4.0,262.0,v3
grant_347,grant_1262,grant_1206,grant_143,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,TULV,KF177178,Serbia,08/2013,Microtus arvalis,Microtus,2438606.0,Reported Site,44.0049694444444,21.5905555555555,1.0,1.0,0.0,v3
grant_348,grant_1258,grant_1203,grant_143,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KF177176,Serbia,08/2013,Apodemus agrarius,Apodemus,2437761.0,Reported Site,44.0049694444444,21.5905555555555,14.0,3.0,11.0,v3
grant_349,grant_1263,grant_1207,grant_143,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KF177177,Serbia,08/2013,Glis glis,Glis,5706486.0,Reported Site,44.0049694444444,21.5905555555555,4.0,2.0,2.0,v3
grant_350,grant_1258,grant_1203,grant_143,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KJ437511,Serbia,08/2013,Apodemus agrarius,Apodemus,2437761.0,Reported Site,44.0049694444444,21.5905555555555,14.0,3.0,11.0,v3
grant_351,grant_1263,grant_1207,grant_143,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KJ437510,Serbia,08/2013,Glis glis,Glis,5706486.0,Reported Site,44.0049694444444,21.5905555555555,4.0,2.0,2.0,v3
grant_352,grant_1292,grant_1236,grant_148,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,AB697613,Indonesia,2009,Rattus norvegicus,Rattus,2439261.0,Island Captial,-5.7388257553033,106.601092651436,13.0,6.0,7.0,v3
grant_353,grant_1292,grant_1236,grant_148,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,AB697614,Indonesia,2009,Rattus norvegicus,Rattus,2439261.0,Island Captial,-5.7388257553033,106.601092651436,13.0,6.0,7.0,v3
grant_354,grant_1292,grant_1236,grant_148,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,AB697615,Indonesia,2009,Rattus norvegicus,Rattus,2439261.0,Island Captial,-5.7388257553033,106.601092651436,13.0,6.0,7.0,v3
grant_355,grant_1292,grant_1236,grant_148,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,AB697616,Indonesia,2009,Rattus norvegicus,Rattus,2439261.0,Island Captial,-5.7388257553033,106.601092651436,13.0,6.0,7.0,v3
grant_356,grant_1292,grant_1236,grant_148,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,AB697617,Indonesia,2009,Rattus norvegicus,Rattus,2439261.0,Island Captial,-5.7388257553033,106.601092651436,13.0,6.0,7.0,v3
grant_357,grant_1292,grant_1236,grant_148,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,AB697618,Indonesia,2009,Rattus norvegicus,Rattus,2439261.0,Island Captial,-5.7388257553033,106.601092651436,13.0,6.0,7.0,v3
grant_358,grant_1309,grant_1253,grant_152,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,Hantaan,JN542542,China,2009-2010,Apodemus agrarius,Apodemus,2437761.0,East of Town,34.2708249562227,109.15204452254,773.0,192.0,581.0,v3
grant_359,grant_1326,grant_1270,grant_154,Pathogen,Orthohantavirus negraense,Orthohantavirus negraense,Laguna Negra Virus,AF005727,Brazil,1999,Calomys callidus,Calomys,2437953.0,Province,-12.9000426293948,-55.6425296708889,49.0,8.0,41.0,v3
grant_360,grant_1326,grant_1270,grant_154,Pathogen,Orthohantavirus negraense,Orthohantavirus negraense,Laguna Negra Virus,JQ775500,Brazil,1999,Calomys callidus,Calomys,2437953.0,Province,-12.9000426293948,-55.6425296708889,49.0,8.0,41.0,v3
grant_361,grant_1326,grant_1270,grant_154,Pathogen,Orthohantavirus negraense,Orthohantavirus negraense,Laguna Negra Virus,JQ775501,Brazil,1999,Calomys callidus,Calomys,2437953.0,Province,-12.9000426293948,-55.6425296708889,49.0,8.0,41.0,v3
grant_362,grant_1326,grant_1270,grant_154,Pathogen,Orthohantavirus negraense,Orthohantavirus negraense,Laguna Negra Virus,JQ775502,Brazil,1999,Calomys callidus,Calomys,2437953.0,Province,-12.9000426293948,-55.6425296708889,49.0,8.0,41.0,v3
grant_363,grant_1348,grant_1290,grant_159,Pathogen,Thottimvirus thottapalayamense,Thottimvirus thottapalayamense,Thottapalayam Virus,JF84172,China,04-12/2009,Suncus murinus,Suncus,2435520.0,City,27.993466729413,120.698797302921,362.0,6.0,356.0,v3
grant_364,grant_1348,grant_1290,grant_159,Pathogen,Thottimvirus thottapalayamense,Thottimvirus thottapalayamense,Thottapalayam Virus,JF84173,China,04-12/2009,Suncus murinus,Suncus,2435520.0,City,27.993466729413,120.698797302921,362.0,6.0,356.0,v3
grant_365,grant_1348,grant_1290,grant_159,Pathogen,Thottimvirus thottapalayamense,Thottimvirus thottapalayamense,Thottapalayam Virus,JF84174,China,04-12/2009,Suncus murinus,Suncus,2435520.0,City,27.993466729413,120.698797302921,362.0,6.0,356.0,v3
grant_366,grant_1348,grant_1290,grant_159,Pathogen,Thottimvirus thottapalayamense,Thottimvirus thottapalayamense,Thottapalayam Virus,JF84175,China,04-12/2009,Suncus murinus,Suncus,2435520.0,City,27.993466729413,120.698797302921,362.0,6.0,356.0,v3
grant_367,grant_1348,grant_1290,grant_159,Pathogen,Thottimvirus thottapalayamense,Thottimvirus thottapalayamense,Thottapalayam Virus,JF84176,China,04-12/2009,Suncus murinus,Suncus,2435520.0,City,27.993466729413,120.698797302921,362.0,6.0,356.0,v3
grant_368,grant_1348,grant_1290,grant_159,Pathogen,Thottimvirus thottapalayamense,Thottimvirus thottapalayamense,Thottapalayam Virus,JF84177,China,04-12/2009,Suncus murinus,Suncus,2435520.0,City,27.993466729413,120.698797302921,362.0,6.0,356.0,v3
grant_369,grant_1372,grant_1314,grant_162,Pathogen,Orthohantavirus caobangense,Orthohantavirus caobangense,Ciao Bang Virus,EF543526,Vietnam,11/2006-12/2006,Anourosorex squamipes,Anourosorex,2435780.0,Average Location,14.6959268710356,108.261672171368,3.0,3.0,0.0,v3
grant_370,grant_1374,grant_1316,grant_163,Pathogen,Hokkaido virus,Hokkaido virus,HOKV,AM930972,Russia,08/2005,Myodes rufocanus,Myodes,5706769.0,Stated Location,51.0481869060209,107.829713239765,2.0,2.0,0.0,v3
grant_371,grant_1375,grant_1317,grant_163,Pathogen,Hokkaido virus,Hokkaido virus,HOKV,AM930973,Russia,08/2005,Microtus oeconomus,Microtus,2438635.0,Stated Location,53.3518616061866,109.041602850046,1.0,1.0,0.0,v3
grant_372,grant_1376,grant_1318,grant_163,Pathogen,Hokkaido virus,Hokkaido virus,HOKV,AM930974,Russia,08/2005,Microtus fortis,Microtus,2438675.0,Stated Location,53.647531049925,109.708602653774,2.0,2.0,0.0,v3
grant_373,grant_1395,grant_1335,grant_167,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,AJ88731,Slovenia,2000-2006,Myodes glareolus,Myodes,5706764.0,Given site,45.6354838466223,14.8558734375802,33.0,7.0,26.0,v3
grant_374,grant_1396,grant_1336,grant_167,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,AJ88732,Slovenia,2000-2006,Myodes glareolus,Myodes,5706764.0,Given site,,,36.0,18.0,18.0,v3
grant_375,grant_1397,grant_1337,grant_167,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,AJ88733,Slovenia,2000-2006,Myodes glareolus,Myodes,5706764.0,Given site,46.6570186696333,16.2537617576735,19.0,5.0,14.0,v3
grant_376,grant_1397,grant_1337,grant_167,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,AJ88734,Slovenia,2000-2006,Myodes glareolus,Myodes,5706764.0,Given site,46.6570186696333,16.2537617576735,19.0,5.0,14.0,v3
grant_377,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367064,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_378,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367065,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_379,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367066,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_380,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367067,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_381,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367068,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_382,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367069,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_383,grant_1420,grant_1360,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367070,Russia,1999-2000,Myodes rufocanus,Myodes,5706769.0,Estimated Locality,54.9476728837162,73.3378658612402,109.0,6.0,103.0,v3
grant_384,grant_1420,grant_1360,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367071,Russia,1999-2000,Myodes rufocanus,Myodes,5706769.0,Estimated Locality,54.9476728837162,73.3378658612402,109.0,6.0,103.0,v3
grant_385,grant_1420,grant_1360,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367055,Russia,1999-2000,Myodes rufocanus,Myodes,5706769.0,Estimated Locality,54.9476728837162,73.3378658612402,109.0,6.0,103.0,v3
grant_386,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367056,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_387,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF442615,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_388,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF442616,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_389,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367059,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_390,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367060,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_391,grant_1420,grant_1360,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367061,Russia,1999-2000,Myodes rufocanus,Myodes,5706769.0,Estimated Locality,54.9476728837162,73.3378658612402,109.0,6.0,103.0,v3
grant_392,grant_1420,grant_1360,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF442617,Russia,1999-2000,Myodes rufocanus,Myodes,5706769.0,Estimated Locality,54.9476728837162,73.3378658612402,109.0,6.0,103.0,v3
grant_393,grant_1420,grant_1360,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AF367063,Russia,1999-2000,Myodes rufocanus,Myodes,5706769.0,Estimated Locality,54.9476728837162,73.3378658612402,109.0,6.0,103.0,v3
grant_394,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AY133306,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_395,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AY133307,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_396,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AY133308,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_397,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AY133309,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_398,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AY133310,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_399,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AY133312,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_400,grant_1419,grant_1359,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AY133315,Russia,1999-2000,Myodes glareolus,Myodes,5706764.0,Estimated Locality,54.9476728837162,73.3378658612402,161.0,9.0,152.0,v3
grant_401,grant_1420,grant_1360,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AY133316,Russia,1999-2000,Myodes rufocanus,Myodes,5706769.0,Estimated Locality,54.9476728837162,73.3378658612402,109.0,6.0,103.0,v3
grant_402,grant_1420,grant_1360,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AY133317,Russia,1999-2000,Myodes rufocanus,Myodes,5706769.0,Estimated Locality,54.9476728837162,73.3378658612402,109.0,6.0,103.0,v3
grant_403,grant_1420,grant_1360,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AY133319,Russia,1999-2000,Myodes rufocanus,Myodes,5706769.0,Estimated Locality,54.9476728837162,73.3378658612402,109.0,6.0,103.0,v3
grant_404,grant_1420,grant_1360,grant_173,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,AY133320,Russia,1999-2000,Myodes rufocanus,Myodes,5706769.0,Estimated Locality,54.9476728837162,73.3378658612402,109.0,6.0,103.0,v3
grant_405,grant_1491,grant_1431,grant_180,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,HTNV,AB071185,Russia,1999,Apodemus peninsulae,Apodemus,5219734.0,region Center,44.3199555334755,134.035546127468,70.0,4.0,66.0,v3
grant_406,grant_1491,grant_1431,grant_180,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,HTNV,AB071186,Russia,1999,Apodemus peninsulae,Apodemus,5219734.0,region Center,44.3199555334755,134.035546127468,70.0,4.0,66.0,v3
grant_407,grant_1491,grant_1431,grant_180,Pathogen,Orthohantavirus hantanense,Orthohantavirus hantanense,HTNV,AB071183,Russia,1999,Apodemus peninsulae,Apodemus,5219734.0,region Center,44.3199555334755,134.035546127468,70.0,4.0,66.0,v3
